Date,Open,High,Low,Close,Volume,Mkt-RF,SMB,HML,RF,ADS_Index,FB
2018-01-05,184.99,187.0,184.93,187.0,102912,0.66,-0.34,-0.26,0.005,-0.257319868156335,-0.001842797269463724
2018-01-08,186.9,188.9,186.33,187.93,118043,0.19,-0.16,0.07,0.005,-0.284600532647142,0.01357854768462374
2018-01-09,188.25,188.8,187.1,187.59,103803,0.15,-0.36,-0.03,0.005,-0.29152004113636,0.007624023178891291
2018-01-10,187.0,188.05,185.63,188.05,83222,-0.07,0.07,0.58,0.005,-0.297754897924388,-0.002180003556643812
2018-01-11,188.2,188.5,187.38,187.68,72533,0.87,1.16,0.29,0.005,-0.303305913767063,-0.00015969232004653315
2018-01-12,187.0,187.0,177.0,179.85,662889,0.66,-0.3,0.17,0.005,-0.308173810496278,-0.0003726844376354547
2018-01-16,182.0,182.3,178.01,178.02,289485,-0.49,-1.02,-0.02,0.005,-0.318318569854458,-0.04576714722179622
2018-01-17,179.3,179.32,175.8,177.8,229016,0.95,-0.02,-0.15,0.005,-0.31734392852032,-0.005478524528100065
2018-01-18,177.8,180.98,177.08,179.6,186185,-0.18,-0.5,-0.25,0.005,-0.314900794298754,-0.004438294815627819
2018-01-19,179.99,182.37,179.99,181.3,198981,0.57,0.94,-0.07,0.005,-0.310988849494361,0.012311274380872568
2018-01-22,180.7,186.5,180.41,186.02,163101,0.77,-0.34,-0.14,0.005,-0.290361481142267,0.008252781706682212
2018-01-23,186.19,189.55,185.35,189.01,207401,0.22,0.14,-0.33,0.005,-0.280418187797217,0.02225588033850876
2018-01-24,189.01,190.66,186.52,187.14,191250,-0.13,-0.8,0.39,0.005,-0.268925129276834,0.02124338526723825
2018-01-25,187.1,188.62,186.6,187.48,137363,0.07,0.17,-0.49,0.005,-0.255880811069765,-0.014897870286508559
2018-01-26,187.49,190.05,186.81,189.89,135114,1.11,-0.62,-0.5,0.005,-0.241283536945052,0.004972835970249749
2018-01-29,189.85,189.85,185.63,186.24,170506,-0.62,-0.02,-0.26,0.005,-0.188157828665445,0.013351920441590087
2018-01-30,185.94,188.18,181.84,187.15,169650,-1.06,0.11,-0.17,0.005,-0.167855986503298,-0.021384952618124144
2018-01-31,187.88,194.68,177.1,189.5,367105,-0.07,-0.72,0.06,0.005,-0.146514159614372,0.006110976012740241
2018-02-01,190.01,195.32,186.89,193.67,465112,0.03,0.1,0.51,0.006,-0.124129572792873,-0.0012298924236323035
2018-02-02,193.03,194.21,189.1,189.5,220352,-2.13,0.03,-0.27,0.006,-0.102130379390453,0.032636177607248754
2018-02-05,188.94,190.61,178.6,179.6,259462,-4.03,0.78,-0.56,0.006,-0.0444466374329545,-0.014659714430051155
2018-02-06,179.25,185.77,176.25,185.05,300623,1.67,-0.51,-0.23,0.006,-0.0270629556222393,-0.048564229266717385
2018-02-07,185.05,185.09,178.9,179.6,227808,-0.37,0.51,0.27,0.006,-0.0103984666292784,0.022097650541241364
2018-02-08,180.5,181.84,171.48,172.5,297195,-3.68,0.83,0.47,0.006,0.00554899652941359,-0.028073775209937403
2018-02-09,172.5,176.79,167.18,176.5,320914,1.36,-0.62,0.11,0.006,0.0207815075981508,-0.04890667057206488
2018-02-12,177.49,178.69,171.84,176.05,251021,1.36,-0.43,-0.29,0.006,0.0619840523925158,0.026059163684073777
2018-02-13,176.55,176.55,173.1,173.8,177951,0.31,0.05,-0.23,0.006,0.0732573108746084,0.0017020484975025008
2018-02-14,174.7,179.81,172.25,179.3,233081,1.52,0.26,0.46,0.006,0.0829307452287553,-0.018652617786371273
2018-02-15,179.99,180.8,176.84,180.2,170392,1.21,-0.14,-0.65,0.006,0.0910056133496631,0.0361284084195766
2018-02-16,180.5,181.1,176.3,177.19,160438,0.03,0.36,0.13,0.006,0.0974829652608802,0.0024479982545323135
2018-02-20,176.6,177.95,175.11,176.35,176601,-0.62,-0.36,-0.26,0.006,0.112238918028445,-0.01455307192419752
2018-02-21,176.0,181.27,175.8,177.03,185400,-0.43,0.78,0.2,0.006,0.11536922583839,-0.0076407877479049945
2018-02-22,177.03,180.21,177.0,179.5,146359,0.01,0.04,-0.39,0.006,0.118390074339576,0.010737043731560808
2018-02-23,179.95,183.61,179.51,183.3,150957,1.54,-0.36,-0.14,0.006,0.121301856351058,0.006052139362967681
2018-02-26,183.88,185.66,183.22,185.02,141979,1.12,-0.49,-0.07,0.006,0.12956306571289,0.02373959349998112
2018-02-27,184.06,184.89,181.46,181.75,127083,-1.25,-0.2,0.01,0.006,0.132694208050479,0.008907777451713396
2018-02-28,181.75,182.88,178.21,179.1,140391,-1.1,-0.4,-0.31,0.006,0.136193555491507,-0.01894205492714742
2018-03-01,179.11,180.12,174.41,176.25,185810,-1.18,1.01,-0.04,0.006,0.140061563077115,-0.017455553984592715
2018-03-02,176.05,177.11,172.99,176.8,162396,0.7,1.16,-0.5,0.006,0.14439797168993,-0.013436689140844046
2018-03-05,176.6,181.15,175.89,180.4,131166,1.06,-0.39,0.25,0.006,0.160168934208162,0.0038574645392508676
2018-03-06,181.01,182.38,177.06,177.26,123896,0.36,0.67,0.1,0.006,0.165691714070215,0.021176070637808193
2018-03-07,177.71,183.82,177.63,183.25,157627,0.05,0.8,-0.45,0.006,0.171169484169008,-0.0034426987861999273
2018-03-08,183.8,184.4,181.45,182.44,128227,0.37,-0.49,-0.33,0.006,0.17660295681185,0.021624589841478543
2018-03-09,182.5,185.51,182.2,184.5,146429,1.7,-0.27,0.28,0.006,0.181992838545788,-0.007485411204661793
2018-03-12,185.06,186.1,184.22,184.65,124218,-0.09,0.46,-0.06,0.006,0.198166502094675,0.015725220320141432
2018-03-13,185.0,185.99,180.55,181.4,147214,-0.67,0.09,-0.01,0.006,0.203816033711408,-0.002540616039587699
2018-03-14,182.23,184.25,181.85,184.0,136389,-0.53,0.23,-0.54,0.006,0.209593956717033,-0.015710502052806954
2018-03-15,184.13,184.19,182.19,184.18,123061,-0.18,-0.41,0.31,0.006,0.215501022449543,0.01262068794190159
2018-03-16,184.18,185.33,183.41,185.2,138076,0.25,0.46,0.2,0.006,0.221537999040135,-0.0017932405148347072
2018-03-19,184.0,184.0,170.0,170.0,767841,-1.38,0.34,0.41,0.006,0.240526468475004,0.0066675677829875594
2018-03-20,170.21,172.7,161.95,166.8,1146454,0.15,-0.07,-0.38,0.006,0.246847612817464,-0.0700971811667876
2018-03-21,166.24,173.4,163.3,169.6,944863,-0.06,0.75,0.45,0.006,0.252969096891588,-0.025888587986877886
2018-03-22,169.6,170.27,162.51,162.71,641753,-2.54,0.5,-0.46,0.006,0.258891716710677,0.007347340190902611
2018-03-23,162.7,167.1,158.8,159.1,437581,-2.09,0.2,-0.2,0.006,0.26461624242852,-0.026925163846526504
2018-03-26,155.45,161.44,149.02,159.6,1096471,2.67,-0.69,0.02,0.006,0.281032357202669,-0.0339245559911855
2018-03-27,159.8,162.85,150.75,151.68,663064,-1.87,-0.24,0.39,0.006,0.287507609694113,0.004194709586543739
2018-03-28,151.5,155.88,150.0,153.83,508499,-0.35,0.11,0.65,0.006,0.294900562965859,-0.05022188303490136
2018-03-29,154.01,161.42,154.0,160.05,489633,1.41,-0.29,-0.21,0.006,0.303212178367978,0.005307124659594025
2018-04-02,160.0,160.06,154.11,155.9,303495,-2.29,-0.14,0.39,0.006999999999999999,0.344788357971203,0.04322643527552037
2018-04-03,157.49,157.49,150.81,155.43,356273,1.24,-0.05,0.17,0.006999999999999999,0.354501550880841,-0.027922329980576806
2018-04-04,153.0,160.7,150.49,159.73,402489,1.17,0.32,-0.31,0.006999999999999999,0.362811245396964,0.004622814011092767
2018-04-05,159.73,161.6,156.6,156.67,349355,0.75,0.03,0.48,0.006999999999999999,0.369718522079006,-0.0064907845071028696
2018-04-06,156.8,161.42,156.8,157.3,342756,-2.19,0.4,-0.06,0.006999999999999999,0.375224279121595,0.02697014998145556
2018-04-09,158.79,160.53,156.04,156.58,300862,0.3,-0.15,-0.5,0.006999999999999999,0.383734349959066,-0.013521397937531085
2018-04-10,159.0,165.98,157.01,164.58,514339,1.77,0.4,-0.12,0.006999999999999999,0.384331112957238,0.0046329916473912105
2018-04-11,164.42,168.65,162.81,166.65,500039,-0.49,0.92,-0.31,0.006999999999999999,0.383824282515182,0.04403597379050752
2018-04-12,166.65,168.36,163.1,163.57,327714,0.84,-0.22,0.19,0.006999999999999999,0.382213792726692,0.00772585928826339
2018-04-13,163.6,165.71,163.5,164.7,166022,-0.37,0.02,-0.25,0.006999999999999999,0.37949943417012,-0.014840285591157765
2018-04-16,165.01,165.99,163.39,165.4,159882,0.82,0.08,-0.04,0.006999999999999999,0.364828540990154,0.003958767629235462
2018-04-17,165.5,169.0,165.2,168.4,178976,1.09,0.16,-1.18,0.006999999999999999,0.356975889080559,0.0018824842016016575
2018-04-18,169.0,169.3,165.77,166.8,171169,0.13,0.24,0.02,0.006999999999999999,0.347198578450613,0.022970225985869588
2018-04-19,166.4,168.35,165.2,168.1,156284,-0.49,-0.46,1.08,0.006999999999999999,0.335495337697955,-0.013730756977076274
2018-04-20,167.01,168.43,165.81,166.7,151737,-0.81,0.06,0.62,0.006999999999999999,0.321864644979974,0.010404955221837948
2018-04-23,166.5,168.45,165.05,165.65,196780,-0.05,-0.08,0.2,0.006999999999999999,0.270306026485515,-0.010885967737124806
2018-04-24,166.8,167.48,158.19,160.27,296883,-1.3,0.52,0.98,0.006999999999999999,0.250703826140002,-0.00264966436259373
2018-04-25,160.0,172.1,156.19,171.4,347190,0.1,-0.34,0.01,0.006999999999999999,0.230004412828141,-0.03778899563084922
2018-04-26,169.07,176.27,168.8,175.5,644154,0.96,-0.41,-0.85,0.006999999999999999,0.208205094881028,0.0
2018-04-27,176.0,177.7,172.6,173.7,250445,0.01,-0.27,0.07,0.006999999999999999,0.185303037602563,0.08673999151663651
2018-04-30,174.11,175.72,171.5,171.93,152712,-0.8,0.03,-0.08,0.006999999999999999,0.110025815455885,-0.0032782660560223297
2018-05-01,172.3,174.78,170.23,174.28,225673,0.24,0.22,-0.53,0.006,0.0826754372310231,-0.009201697024202564
2018-05-02,175.0,178.08,173.5,176.12,257504,-0.63,1.26,-0.28,0.006,0.0550547153057881,0.010755906589219457
2018-05-03,176.25,176.5,172.12,174.35,180642,-0.25,-0.5,-0.17,0.006,0.0287977783980266,0.012631299592594236
2018-05-04,174.11,176.98,173.06,176.75,140990,1.3,0.03,-0.23,0.006,0.00390121216069933,-0.011711424871525091
2018-05-07,177.2,179.5,177.03,177.93,148399,0.42,0.42,-0.36,0.006,-0.0624998305195608,0.014773659246731461
2018-05-08,177.75,179.04,176.91,178.9,126913,0.07,0.48,0.26,0.006,-0.081434942986366,0.007671085010345589
2018-05-09,178.85,183.01,178.78,182.9,171142,0.89,-0.19,0.24,0.006,-0.0986313812726886,0.005323765005648227
2018-05-10,182.95,186.13,182.5,185.2,178617,0.84,-0.43,-0.04,0.006,-0.114091381534571,0.020687755775675026
2018-05-11,185.1,188.32,184.18,186.97,169957,0.19,0.11,-0.37,0.006,-0.127816954128604,0.015590065486680375
2018-05-14,187.5,187.98,186.2,186.55,129026,0.05,-0.35,0.11,0.006,-0.158838540969305,0.007838577579443845
2018-05-15,185.6,186.18,183.2,184.01,121500,-0.55,0.68,0.41,0.006,-0.16590281338494,-0.0018735438730001922
2018-05-16,183.91,184.7,182.76,183.3,139160,0.5,0.7,-0.24,0.006,-0.171265466138019,-0.012508206870309855
2018-05-17,182.67,184.06,182.22,183.85,106354,0.02,0.9,0.25,0.006,-0.174927196566453,-0.0060949796204724065
2018-05-18,184.0,184.19,182.52,182.6,101306,-0.23,0.56,-0.58,0.006,-0.17688848082702,0.0030520953069550424
2018-05-21,183.84,185.3,182.68,184.4,94528,0.72,-0.21,0.43,0.006,-0.1727797441044,-0.0058945811730123825
2018-05-22,184.6,185.42,183.43,183.75,88864,-0.42,-0.75,0.59,0.006,-0.168879830254966,0.00985933857298699
2018-05-23,182.75,186.91,181.75,186.81,132667,0.29,0.05,-0.71,0.006,-0.164010261231238,-0.00374706232773775
2018-05-24,186.81,187.25,185.03,186.0,95804,-0.16,0.34,-0.31,0.006,-0.158170403813939,0.016725456115112076
2018-05-25,185.6,186.33,184.45,185.03,85269,-0.21,0.23,-0.4,0.006,-0.151359498611372,-0.005203461215394618
2018-05-29,183.75,186.81,183.12,185.54,131133,-1.03,1.32,-1.03,0.006,-0.113007425965941,-0.0054469328388563505
2018-05-30,186.54,188.0,185.25,187.62,112201,1.31,0.06,0.35,0.006,-0.100137432057129,0.004424584962674632
2018-05-31,187.9,192.72,187.31,192.25,200645,-0.7,0.07,-0.4,0.006,-0.0859564174953928,0.010337217378965407
2018-06-01,192.26,194.55,191.78,193.99,138309,1.06,-0.22,-0.13,0.006,-0.0704625382383274,0.021663785865050352
2018-06-04,194.0,194.4,190.3,193.18,148338,0.48,0.17,-0.46,0.006,-0.0265056718667572,0.011457760606311608
2018-06-05,193.25,195.0,192.0,192.7,124270,0.16,0.82,-0.41,0.006,-0.0128790434706712,-0.003666727544929692
2018-06-06,191.6,192.53,189.11,191.23,179457,0.86,-0.34,0.17,0.006,0.000178310898224731,-0.0017606394642847994
2018-06-07,191.6,191.6,186.77,187.91,183740,-0.14,-0.29,0.92,0.006,0.0126680891660588,-0.00832734076349816
2018-06-08,186.6,197.09,178.18,188.4,107277,0.31,0.08,-0.4,0.006,0.0245919154536342,-0.01665301496463429
2018-06-11,188.4,192.6,188.4,191.54,111679,0.12,0.18,-0.16,0.006,0.0571652338071936,0.00487709301346324
2018-06-12,191.8,193.28,191.5,192.63,93867,0.23,0.24,-0.61,0.006,0.0669605459016078,0.012820620153926196
2018-06-13,192.01,194.5,191.91,192.35,128494,-0.33,0.1,-0.21,0.006,0.076135050828629,0.004479879498992969
2018-06-14,192.0,197.28,191.5,196.82,164633,0.27,0.32,-0.99,0.006,0.0846899416041768,5.20256752905673e-05
2018-06-15,196.81,197.07,194.64,195.65,179502,-0.08,0.04,-0.24,0.006,0.0926263306720256,0.02261025345139571
2018-06-18,195.0,199.58,194.13,197.51,134508,-0.09,0.74,0.09,0.006,0.112978734486705,-0.004889695425730271
2018-06-19,196.0,197.96,193.79,197.36,156442,-0.38,0.56,-0.18,0.006,0.119136652646728,0.012482362064987856
2018-06-20,197.99,203.55,197.51,202.16,226773,0.23,0.73,-0.52,0.006,0.125122206687597,-0.004143477346886123
2018-06-21,202.2,203.39,200.09,201.1,158571,-0.73,-0.63,0.32,0.006,0.130936174946814,0.022579721935572453
2018-06-22,201.66,202.4,199.31,201.59,144065,0.11,0.01,0.44,0.006,0.136579313449553,-0.00247831601446709
2018-06-25,200.25,201.74,193.11,196.19,207806,-1.48,-0.56,0.55,0.006,0.152293647791149,0.0011903830243273055
2018-06-26,197.3,199.4,196.23,199.4,151246,0.27,0.61,-0.19,0.006,0.156875017495285,-0.027080952829369086
2018-06-27,198.0,200.75,195.62,196.25,153015,-1.02,-0.99,0.39,0.006,0.161100719167028,0.013406013142796647
2018-06-28,197.1,197.34,193.26,196.47,153826,0.58,-0.19,-0.51,0.006,0.164971302299718,-0.01600684582536787
2018-06-29,197.5,198.56,193.95,194.27,133423,0.07,-0.19,-0.24,0.006,0.168487270208502,0.0019894413578632835
2018-07-02,193.5,197.45,192.22,194.96,120132,0.36,0.45,-0.34,0.008,0.17728789183456,-0.009781099540016722
2018-07-03,195.3,195.82,192.52,192.95,114755,-0.44,0.76,0.09,0.008,0.179902991914959,0.015523156571013004
2018-07-05,193.42,198.76,193.42,198.15,172044,0.87,0.42,-0.4,0.008,0.184487578376025,-0.023739252331447507
2018-07-06,198.45,203.64,197.3,202.72,170829,0.88,0.08,-0.38,0.008,0.186457660917975,0.029246939155379674
2018-07-09,204.21,205.8,202.12,205.0,156617,0.93,-0.37,0.78,0.008,0.191777994272058,0.02380115880816569
2018-07-10,204.42,205.24,201.25,201.6,112352,0.21,-0.81,-0.08,0.008,0.193907727191424,0.007402582992759599
2018-07-11,201.82,204.5,201.2,202.75,110719,-0.69,0.0,-0.52,0.008,0.196144161266335,-0.005878394540331073
2018-07-12,203.29,207.25,203.16,207.22,130747,0.86,-0.33,-1.08,0.008,0.198487587313731,-0.004925148029446446
2018-07-13,207.5,208.43,206.45,207.48,98804,0.08,-0.11,-0.29,0.008,0.200938310063361,0.02139487212667907
2018-07-16,207.48,208.72,204.6,205.5,94291,-0.16,-0.73,0.84,0.008,0.209313264605494,0.0019312916159914737
2018-07-17,205.2,210.46,204.1,210.23,132028,0.48,0.24,-0.68,0.008,0.213108545915149,-0.0004342588385629742
2018-07-18,210.0,210.99,208.44,209.38,124353,0.27,-0.25,0.61,0.008,0.217549271844093,0.013230666099512622
2018-07-19,209.2,209.99,207.76,208.5,93714,-0.34,0.97,-0.37,0.008,0.222636019846562,-0.0030046713483320884
2018-07-20,208.66,211.5,208.5,209.94,137333,-0.1,-0.17,0.08,0.008,0.228369451382917,-0.006084603796115727
2018-07-23,209.88,214.72,208.8,214.63,138430,0.15,-0.24,0.38,0.008,0.249297226352946,0.008851125931946613
2018-07-24,214.77,216.2,212.6,214.95,243039,0.22,-1.38,0.52,0.008,0.257243304596583,0.004609736028775501
2018-07-25,215.13,219.0,164.3,173.5,561768,0.83,-0.39,-1.21,0.008,0.265618699463519,0.017670434786413065
2018-07-26,184.87,185.0,169.0,178.25,1454302,-0.2,0.64,0.61,0.008,0.274424500056597,0.013096894579367373
2018-07-27,179.7,180.6,173.0,173.74,439105,-0.82,-1.37,1.15,0.008,0.283661851446902,-0.2102387012244096
2018-07-30,174.75,175.36,166.56,171.0,566900,-0.7,-0.25,1.66,0.008,0.314036873496348,-0.007802950161109194
2018-07-31,171.25,174.24,170.0,173.01,351869,0.51,0.79,-0.96,0.008,0.324846166577263,-0.022142838682388435
2018-08-01,173.06,175.08,170.9,171.5,297780,-0.13,0.09,-0.29,0.006999999999999999,0.335865352485394,0.008846548208158191
2018-08-02,171.5,176.79,169.9,176.45,252173,0.67,0.37,-0.73,0.006999999999999999,0.346684813992852,-0.005403423720139348
2018-08-03,177.05,178.85,176.15,177.73,211597,0.31,-1.06,0.55,0.006999999999999999,0.356425302874896,0.027126547783929783
2018-08-06,178.5,185.8,177.78,185.64,428859,0.46,0.27,-0.32,0.006999999999999999,0.379474483638797,0.007962792455819025
2018-08-07,186.99,188.3,183.72,184.5,288887,0.29,0.01,-0.13,0.006999999999999999,0.385300533564026,0.04353180219454418
2018-08-08,184.5,186.85,183.76,185.35,193152,-0.04,-0.13,0.22,0.006999999999999999,0.390153196450913,-0.010176022858271329
2018-08-09,186.2,186.57,182.48,183.75,164167,-0.05,0.34,-0.32,0.006999999999999999,0.394033103320327,0.007425682693969911
2018-08-10,182.75,182.75,179.42,180.27,182794,-0.6,0.42,-0.23,0.006999999999999999,0.396940758699838,-0.011350473841507783
2018-08-13,179.0,182.61,178.7,180.4,140264,-0.46,-0.15,-0.31,0.006999999999999999,0.40002238516898,-0.015577587986783001
2018-08-14,180.5,181.99,178.62,181.3,153961,0.69,0.32,0.2,0.006999999999999999,0.39923061267458,-0.0011656186336286708
2018-08-15,181.05,181.1,174.79,179.85,288186,-0.91,-0.54,-0.14,0.006999999999999999,0.397465280567991,0.0058699802410283365
2018-08-16,179.99,181.32,174.01,174.61,269739,0.86,-0.07,0.27,0.006999999999999999,0.394726159292488,-0.00876226768531299
2018-08-17,174.62,176.22,172.04,173.35,214162,0.3,0.08,0.04,0.006999999999999999,0.391012892663696,-0.027272119344922442
2018-08-20,174.4,174.89,170.91,172.5,180495,0.25,0.12,0.17,0.006999999999999999,0.374213762427981,-0.005164969875204072
2018-08-21,172.9,174.17,171.39,171.6,169602,0.33,0.88,0.15,0.006999999999999999,0.366951989590674,-0.007507993621096837
2018-08-22,172.07,174.24,171.88,173.69,145063,0.05,0.41,-0.45,0.006999999999999999,0.358875602372332,0.0006953813547391067
2018-08-23,173.9,175.55,172.26,173.0,158429,-0.19,-0.05,-0.33,0.006999999999999999,0.349983550551869,0.005891566846197484
2018-08-24,173.0,174.82,172.92,174.66,121229,0.62,-0.05,-0.51,0.006999999999999999,0.340274677842438,-0.00427082668524686
2018-08-27,175.5,178.67,175.05,177.9,155019,0.74,-0.69,-0.12,0.006999999999999999,0.306261838773815,0.01007057891131306
2018-08-28,177.9,178.58,175.83,176.5,133683,-0.01,-0.12,-0.29,0.006999999999999999,0.292922528784352,0.015961333954282432
2018-08-29,176.67,176.91,174.75,175.74,159415,0.56,-0.04,-0.59,0.006999999999999999,0.278381648805606,-0.006785121548370561
2018-08-30,175.2,179.8,175.2,177.65,211831,-0.41,0.3,-0.43,0.006999999999999999,0.262637307999711,-0.0020445316711072427
