,Y,Y_RF,sig_1,pos_1,bal_1,sig_2,pos_2,bal_2,sig_3,pos_3,bal_3
208,178.0,173.41792924176957,-1.0,-1.0,990455.0,-1.0,0.0,997275.0,-1.0,-1.0,1031970.0
209,180.27,177.91938989856445,-1.0,-1.0,990170.0,-1.0,0.0,997275.0,-1.0,-1.0,1032420.0
210,181.0,180.0279145895123,-1.0,-1.0,991045.0,-1.0,0.0,997275.0,-1.0,-1.0,1031625.0
211,179.34,178.53557280707614,-1.0,-1.0,991190.0,-1.0,0.0,997275.0,-1.0,-1.0,1031525.0
212,179.05,178.96247432099958,-1.0,-1.0,991325.0,-1.0,0.0,997275.0,-1.0,-1.0,1031390.0
213,179.24,179.14896174404097,-1.0,-1.0,990800.0,-1.0,0.0,997275.0,-1.0,-1.0,1032145.0
214,180.33,179.62923716422745,-1.0,-1.0,990965.0,-1.0,0.0,997275.0,-1.0,-1.0,1032000.0
215,179.8,179.95735050267305,1.0,1.0,990845.0,1.0,1.0,997155.0,-1.0,-1.0,1031780.0
216,179.6,180.1198065042322,1.0,1.0,990695.0,1.0,0.0,997155.0,-1.0,-1.0,1031650.0
217,179.3,179.66946683944556,1.0,1.0,990070.0,1.0,0.0,997155.0,-1.0,-1.0,1031025.0
218,178.62,179.4689278515381,1.0,1.0,990085.0,1.0,0.0,997155.0,-1.0,-1.0,1031325.0
219,179.0,179.32101936854883,1.0,1.0,989510.0,1.0,0.0,997155.0,-1.0,-1.0,1030925.0
220,177.68,178.17801719962526,1.0,1.0,989995.0,1.0,0.0,997155.0,-1.0,-1.0,1031325.0
221,179.0,178.7187425303705,-1.0,-1.0,989675.0,-1.0,-1.0,996835.0,-1.0,-1.0,1031820.0
222,179.74,179.30937914551063,-1.0,-1.0,990120.0,-1.0,0.0,996835.0,-1.0,-1.0,1031425.0
223,179.0,178.68094623572617,-1.0,-1.0,990250.0,-1.0,0.0,996835.0,-1.0,-1.0,1031370.0
224,178.87,178.92605912571582,1.0,1.0,991755.0,1.0,1.0,998340.0,-1.0,-1.0,1032940.0
225,181.99,180.79812636167466,-1.0,-1.0,992400.0,-1.0,-1.0,998985.0,-1.0,-1.0,1032350.0
226,181.0,180.50422009299564,-1.0,-1.0,991575.0,-1.0,0.0,998985.0,-1.0,-1.0,1033325.0
227,182.87,181.80715082258186,-1.0,-1.0,991550.0,-1.0,0.0,998985.0,-1.0,-1.0,1033460.0
228,183.0,182.91263432313062,-1.0,-1.0,991875.0,-1.0,0.0,998985.0,-1.0,-1.0,1033175.0
229,182.37,182.25600744859676,-1.0,-1.0,995435.0,-1.0,0.0,998985.0,-1.0,-1.0,1029625.0
230,175.99,182.49153878323304,1.0,1.0,995970.0,1.0,1.0,999520.0,-1.0,-1.0,1030530.0
231,177.0,175.22093437183426,-1.0,-1.0,996970.0,-1.0,-1.0,1000520.0,-1.0,-1.0,1029500.0
232,176.16,176.16412106036296,1.0,1.0,994600.0,1.0,1.0,998150.0,-1.0,-1.0,1027710.0
233,171.0,174.4382165653412,1.0,1.0,995645.0,1.0,0.0,998150.0,-1.0,-1.0,1028545.0
234,172.35,171.64696726542252,-1.0,-1.0,993565.0,-1.0,-1.0,996070.0,-1.0,-1.0,1030255.0
235,176.8,175.19148324619314,-1.0,-1.0,991830.0,-1.0,0.0,996070.0,-1.0,-1.0,1032135.0
236,180.52,176.61586742324218,-1.0,-1.0,992465.0,-1.0,0.0,996070.0,-1.0,-1.0,1031625.0
237,179.58,180.44567683448943,1.0,1.0,992295.0,1.0,1.0,995900.0,-1.0,-1.0,1031620.0
238,178.9,179.41096816971037,1.0,1.0,991325.0,1.0,0.0,995900.0,-1.0,-1.0,1030480.0
239,177.1,178.83340936169506,1.0,1.0,992050.0,1.0,0.0,995900.0,-1.0,-1.0,1031275.0
240,178.87,178.4113968713256,-1.0,-1.0,992320.0,-1.0,-1.0,996170.0,-1.0,-1.0,1031165.0
241,178.82,178.7020625970318,-1.0,-1.0,991625.0,-1.0,0.0,996170.0,-1.0,-1.0,1032105.0
242,180.25,179.32151471756595,-1.0,-1.0,991410.0,-1.0,0.0,996170.0,-1.0,-1.0,1032340.0
243,181.0,181.30681061144537,1.0,1.0,990700.0,1.0,1.0,995460.0,-1.0,-1.0,1031790.0
244,179.93,180.0007477236708,1.0,1.0,989635.0,1.0,0.0,995460.0,-1.0,-1.0,1030900.0
245,177.47,179.76864247777732,1.0,1.0,989690.0,1.0,0.0,995460.0,-1.0,-1.0,1030790.0
246,177.75,178.0172140306407,1.0,1.0,989315.0,1.0,0.0,995460.0,-1.0,-1.0,1030500.0
247,176.89,177.75440382482122,1.0,1.0,989020.0,1.0,0.0,995460.0,-1.0,-1.0,1030150.0
248,176.25,176.65999679103507,1.0,1.0,989720.0,1.0,0.0,995460.0,-1.0,-1.0,1030825.0
249,178.27,177.91225675028713,-1.0,-1.0,989955.0,-1.0,-1.0,995695.0,-1.0,-1.0,1030900.0
250,178.1,177.93179251658884,-1.0,-1.0,990805.0,-1.0,0.0,995695.0,-1.0,-1.0,1030200.0
251,176.45,176.95939806431443,1.0,1.0,993420.0,1.0,1.0,998310.0,-1.0,-1.0,1032840.0
252,181.81,178.211931058241,-1.0,-1.0,992070.0,-1.0,-1.0,996960.0,-1.0,-1.0,1034255.0
253,184.99,181.87821658636406,-1.0,-1.0,992205.0,-1.0,0.0,996960.0,-1.0,-1.0,1034360.0
254,184.99,184.6981060628391,-1.0,-1.0,991200.0,-1.0,0.0,996960.0,-1.0,-1.0,1035500.0
255,186.9,186.68152940701216,-1.0,-1.0,990685.0,-1.0,0.0,996960.0,-1.0,-1.0,1035965.0
256,188.25,187.22930565142053,-1.0,-1.0,991015.0,-1.0,0.0,996960.0,-1.0,-1.0,1035795.0
257,187.0,188.0966532621675,1.0,1.0,991540.0,1.0,1.0,997485.0,-1.0,-1.0,1036025.0
258,188.2,187.75462522322803,-1.0,-1.0,991800.0,-1.0,-1.0,997745.0,-1.0,-1.0,1035840.0
259,187.0,187.01116635733342,1.0,1.0,988225.0,1.0,1.0,994170.0,-1.0,-1.0,1031925.0
260,182.0,187.54426552536907,1.0,1.0,986235.0,1.0,0.0,994170.0,-1.0,-1.0,1031010.0
261,179.3,180.05121953712,1.0,1.0,985485.0,1.0,0.0,994170.0,-1.0,-1.0,1030900.0
262,177.8,178.42101895065196,1.0,1.0,986385.0,1.0,0.0,994170.0,-1.0,-1.0,1031800.0
263,179.99,181.49527636488037,1.0,1.0,987040.0,1.0,0.0,994170.0,-1.0,-1.0,1032650.0
264,180.7,181.14795458184793,1.0,1.0,989700.0,1.0,0.0,994170.0,-1.0,-1.0,1035010.0
265,186.19,181.4963192702355,-1.0,-1.0,988290.0,-1.0,-1.0,992760.0,-1.0,-1.0,1036505.0
266,189.01,186.18600039489436,-1.0,-1.0,989225.0,-1.0,0.0,992760.0,-1.0,-1.0,1035570.0
267,187.1,187.4025399969386,1.0,1.0,989415.0,1.0,1.0,992950.0,-1.0,-1.0,1035740.0
268,187.49,187.31526050202805,-1.0,-1.0,988215.0,-1.0,-1.0,991750.0,-1.0,-1.0,1036945.0
269,189.85,187.61036216699836,-1.0,-1.0,990020.0,-1.0,0.0,991750.0,-1.0,-1.0,1035120.0
270,185.94,187.8771246224002,1.0,1.0,990625.0,1.0,1.0,992355.0,-1.0,-1.0,1035575.0
271,187.88,187.5755317146062,-1.0,-1.0,989815.0,-1.0,-1.0,991545.0,-1.0,-1.0,1036750.0
272,190.01,187.53811808377978,-1.0,-1.0,987985.0,-1.0,0.0,991545.0,-1.0,-1.0,1038835.0
273,193.03,190.00490988464995,-1.0,-1.0,989750.0,-1.0,0.0,991545.0,-1.0,-1.0,1036750.0
274,188.94,189.58209382564152,1.0,1.0,985080.0,1.0,1.0,986875.0,-1.0,-1.0,1031800.0
275,179.25,189.62908658269248,1.0,1.0,987980.0,1.0,0.0,986875.0,-1.0,-1.0,1034525.0
276,185.05,187.0202268235968,1.0,1.0,985255.0,1.0,0.0,986875.0,-1.0,-1.0,1031800.0
277,180.5,179.6202186638428,-1.0,-1.0,989255.0,-1.0,-1.0,990875.0,-1.0,-1.0,1028250.0
278,172.5,179.7781234763248,1.0,1.0,991255.0,1.0,1.0,992875.0,-1.0,-1.0,1030250.0
279,177.49,179.6995595229715,1.0,1.0,990535.0,1.0,0.0,992875.0,-1.0,-1.0,1030025.0
280,176.55,176.78686195728733,1.0,1.0,989160.0,1.0,0.0,992875.0,-1.0,-1.0,1028900.0
281,174.7,173.42958363495651,-1.0,-1.0,986860.0,-1.0,-1.0,990575.0,-1.0,-1.0,1031650.0
282,179.99,176.86399482072162,-1.0,-1.0,986755.0,-1.0,0.0,990575.0,-1.0,-1.0,1032100.0
283,180.5,179.456014264008,-1.0,-1.0,988410.0,-1.0,0.0,990575.0,-1.0,-1.0,1030595.0
284,176.6,178.77200733380565,1.0,1.0,988285.0,1.0,1.0,990450.0,-1.0,-1.0,1030175.0
285,176.0,177.32745505225293,1.0,1.0,988800.0,1.0,0.0,990450.0,-1.0,-1.0,1030515.0
286,177.03,176.5458671154952,-1.0,-1.0,987565.0,-1.0,-1.0,989215.0,-1.0,-1.0,1031750.0
287,179.95,177.71620164761416,-1.0,-1.0,985890.0,-1.0,0.0,989215.0,-1.0,-1.0,1033650.0
288,183.88,179.71134703910195,-1.0,-1.0,985320.0,-1.0,0.0,989215.0,-1.0,-1.0,1034510.0
289,184.06,183.52827221810495,-1.0,-1.0,986475.0,-1.0,0.0,989215.0,-1.0,-1.0,1032875.0
290,181.75,181.9930353844618,1.0,1.0,985150.0,1.0,1.0,987890.0,-1.0,-1.0,1031550.0
291,179.11,180.15897663642363,1.0,1.0,983720.0,1.0,0.0,987890.0,-1.0,-1.0,1030125.0
292,176.05,179.20215315121655,1.0,1.0,984095.0,1.0,0.0,987890.0,-1.0,-1.0,1030400.0
293,176.6,176.4569388652244,-1.0,-1.0,982195.0,-1.0,-1.0,985990.0,-1.0,-1.0,1032200.0
294,181.01,178.774608205551,-1.0,-1.0,984070.0,-1.0,0.0,985990.0,-1.0,-1.0,1030630.0
295,177.71,179.45900024103526,1.0,1.0,986840.0,1.0,1.0,988760.0,-1.0,-1.0,1033625.0
296,183.8,178.82078851642345,-1.0,-1.0,987520.0,-1.0,-1.0,989440.0,-1.0,-1.0,1033220.0
297,182.5,183.46243878421743,1.0,1.0,988520.0,1.0,1.0,990440.0,-1.0,-1.0,1034250.0
298,185.06,184.51971590330172,-1.0,-1.0,988725.0,-1.0,-1.0,990645.0,-1.0,-1.0,1034325.0
299,185.0,184.68456007731774,-1.0,-1.0,990525.0,-1.0,0.0,990645.0,-1.0,-1.0,1032700.0
300,182.23,183.5639274182961,1.0,1.0,991410.0,1.0,1.0,991530.0,-1.0,-1.0,1034000.0
301,184.13,182.89900202552408,-1.0,-1.0,991385.0,-1.0,-1.0,991505.0,-1.0,-1.0,1034090.0
302,184.18,184.13239213473034,-1.0,-1.0,990875.0,-1.0,0.0,991505.0,-1.0,-1.0,1034600.0
303,184.0,184.3204483019086,1.0,1.0,983875.0,1.0,1.0,984505.0,-1.0,-1.0,1027000.0
304,170.21,184.17809710891478,1.0,1.0,982170.0,1.0,0.0,984505.0,-1.0,-1.0,1025400.0
305,166.24,170.45331490632958,1.0,1.0,983850.0,1.0,0.0,984505.0,-1.0,-1.0,1026800.0
306,169.6,170.20692949000986,1.0,1.0,980405.0,1.0,0.0,984505.0,-1.0,-1.0,1023355.0
307,162.7,157.44281453551164,-1.0,-1.0,982205.0,-1.0,-1.0,986305.0,-1.0,-1.0,1021550.0
308,155.45,162.74421399087933,1.0,1.0,984280.0,1.0,1.0,988380.0,-1.0,-1.0,1021800.0
309,159.8,159.86771964727527,1.0,1.0,980220.0,1.0,0.0,988380.0,-1.0,-1.0,1017840.0
310,151.5,153.36030625321828,1.0,1.0,981385.0,1.0,0.0,988380.0,-1.0,-1.0,1018915.0
311,154.01,153.88778453502144,-1.0,-1.0,978365.0,-1.0,-1.0,985360.0,-1.0,-1.0,1022025.0
312,160.0,157.8503890936671,-1.0,-1.0,980415.0,-1.0,0.0,985360.0,-1.0,-1.0,1019950.0
313,157.49,158.38587650647813,1.0,1.0,979385.0,1.0,1.0,984330.0,-1.0,-1.0,1019715.0
314,153.0,155.9151600367236,1.0,1.0,982750.0,1.0,0.0,984330.0,-1.0,-1.0,1021865.0
315,159.73,157.18795602075716,-1.0,-1.0,984280.0,-1.0,-1.0,985860.0,-1.0,-1.0,1020335.0
316,156.8,157.78943520151293,1.0,1.0,984530.0,1.0,1.0,986110.0,-1.0,-1.0,1020650.0
317,158.79,159.39970191517926,1.0,1.0,983425.0,1.0,0.0,986110.0,-1.0,-1.0,1020290.0
318,159.0,157.296945403613,-1.0,-1.0,980635.0,-1.0,-1.0,983320.0,-1.0,-1.0,1024290.0
319,164.42,159.70310174378238,-1.0,-1.0,979520.0,-1.0,0.0,983320.0,-1.0,-1.0,1025325.0
320,166.65,164.67640074818618,-1.0,-1.0,981060.0,-1.0,0.0,983320.0,-1.0,-1.0,1023785.0
321,163.6,162.04770356062838,-1.0,-1.0,980510.0,-1.0,0.0,983320.0,-1.0,-1.0,1024350.0
322,165.01,163.66264157355454,-1.0,-1.0,980315.0,-1.0,0.0,983320.0,-1.0,-1.0,1024700.0
323,165.5,164.80550608825675,-1.0,-1.0,978865.0,-1.0,0.0,983320.0,-1.0,-1.0,1026200.0
324,169.0,165.48493798440734,-1.0,-1.0,979965.0,-1.0,0.0,983320.0,-1.0,-1.0,1025400.0
325,166.4,166.78230389912684,1.0,1.0,980815.0,1.0,1.0,984170.0,-1.0,-1.0,1026050.0
326,167.01,166.94063272500344,-1.0,-1.0,980970.0,-1.0,-1.0,984325.0,-1.0,-1.0,1025350.0
327,166.5,167.19097614863307,1.0,1.0,980545.0,1.0,1.0,983900.0,-1.0,-1.0,1024825.0
328,166.8,166.8511511940455,1.0,1.0,977280.0,1.0,0.0,983900.0,-1.0,-1.0,1022135.0
329,160.0,165.79167119558088,1.0,1.0,982980.0,1.0,0.0,983900.0,-1.0,-1.0,1027700.0
330,169.07,166.4205474707578,-1.0,-1.0,979765.0,-1.0,-1.0,980685.0,-1.0,-1.0,1029750.0
331,176.0,171.35203328959187,-1.0,-1.0,980915.0,-1.0,0.0,980685.0,-1.0,-1.0,1028850.0
332,174.11,175.65483778413787,1.0,1.0,979825.0,1.0,1.0,979595.0,-1.0,-1.0,1027965.0
333,172.3,171.52551964484894,-1.0,-1.0,978835.0,-1.0,-1.0,978605.0,-1.0,-1.0,1029140.0
334,175.0,172.05605891687892,-1.0,-1.0,978275.0,-1.0,0.0,978605.0,-1.0,-1.0,1030060.0
335,176.25,174.39803682626584,-1.0,-1.0,979225.0,-1.0,0.0,978605.0,-1.0,-1.0,1029175.0
336,174.11,173.91007956083874,-1.0,-1.0,977905.0,-1.0,0.0,978605.0,-1.0,-1.0,1030375.0
337,177.2,177.61964111653262,1.0,1.0,978270.0,1.0,1.0,978970.0,-1.0,-1.0,1030965.0
338,177.75,176.8477150854477,-1.0,-1.0,977695.0,-1.0,-1.0,978395.0,-1.0,-1.0,1031450.0
339,178.85,178.1263578027631,-1.0,-1.0,975670.0,-1.0,0.0,978395.0,-1.0,-1.0,1033450.0
340,182.95,181.27436327900227,-1.0,-1.0,974545.0,-1.0,0.0,978395.0,-1.0,-1.0,1034600.0
341,185.1,183.0602675936675,-1.0,-1.0,973610.0,-1.0,0.0,978395.0,-1.0,-1.0,1035485.0
342,187.5,185.35970365259232,-1.0,-1.0,974085.0,-1.0,0.0,978395.0,-1.0,-1.0,1035275.0
343,185.6,186.29109918260102,1.0,1.0,973290.0,1.0,1.0,977600.0,-1.0,-1.0,1034005.0
344,183.91,184.78572154075346,1.0,1.0,972985.0,1.0,0.0,977600.0,-1.0,-1.0,1033650.0
345,182.67,184.1702964499658,1.0,1.0,973575.0,1.0,0.0,977600.0,-1.0,-1.0,1033925.0
346,184.0,183.53427311310665,-1.0,-1.0,974275.0,-1.0,-1.0,978300.0,-1.0,-1.0,1033300.0
347,183.84,183.98944877711668,1.0,1.0,974555.0,1.0,1.0,978580.0,-1.0,-1.0,1034200.0
348,184.6,184.0135670313845,-1.0,-1.0,974980.0,-1.0,-1.0,979005.0,-1.0,-1.0,1033875.0
349,182.75,182.72797554927448,-1.0,-1.0,972950.0,-1.0,0.0,979005.0,-1.0,-1.0,1035405.0
350,186.81,184.5675163853074,-1.0,-1.0,973355.0,-1.0,0.0,979005.0,-1.0,-1.0,1035000.0
351,185.6,185.31344455430988,-1.0,-1.0,973640.0,-1.0,0.0,979005.0,-1.0,-1.0,1034515.0
352,183.75,185.67736861975493,1.0,1.0,974535.0,1.0,1.0,979900.0,-1.0,-1.0,1034770.0
353,186.54,185.40945180377034,-1.0,-1.0,973995.0,-1.0,-1.0,979360.0,-1.0,-1.0,1035810.0
354,187.9,187.17682480855453,-1.0,-1.0,971820.0,-1.0,0.0,979360.0,-1.0,-1.0,1038125.0
355,192.26,187.69808404570472,-1.0,-1.0,970955.0,-1.0,0.0,979360.0,-1.0,-1.0,1038995.0
356,194.0,192.1779600784876,-1.0,-1.0,971365.0,-1.0,0.0,979360.0,-1.0,-1.0,1038590.0
357,193.25,193.6444354531158,1.0,1.0,971090.0,1.0,1.0,979085.0,-1.0,-1.0,1038350.0
358,191.6,192.20416624364827,1.0,1.0,970905.0,1.0,0.0,979085.0,-1.0,-1.0,1037615.0
359,191.6,192.7699004018427,1.0,1.0,969060.0,1.0,0.0,979085.0,-1.0,-1.0,1035955.0
360,186.6,191.37771594215891,1.0,1.0,969960.0,1.0,0.0,979085.0,-1.0,-1.0,1036200.0
361,188.4,187.98066063245423,-1.0,-1.0,968390.0,-1.0,-1.0,977515.0,-1.0,-1.0,1037770.0
362,191.8,190.74868101912747,-1.0,-1.0,967975.0,-1.0,0.0,977515.0,-1.0,-1.0,1038315.0
363,192.01,191.51508599509307,-1.0,-1.0,967805.0,-1.0,0.0,977515.0,-1.0,-1.0,1038175.0
364,192.0,191.80158565419129,-1.0,-1.0,965395.0,-1.0,0.0,977515.0,-1.0,-1.0,1040410.0
365,196.81,193.4032172123824,-1.0,-1.0,965975.0,-1.0,0.0,977515.0,-1.0,-1.0,1039825.0
366,195.0,194.1436530163459,-1.0,-1.0,964720.0,-1.0,0.0,977515.0,-1.0,-1.0,1040755.0
367,196.0,195.67133146143635,-1.0,-1.0,964040.0,-1.0,0.0,977515.0,-1.0,-1.0,1040680.0
368,197.99,197.4015333099084,-1.0,-1.0,961955.0,-1.0,0.0,977515.0,-1.0,-1.0,1043080.0
369,202.2,197.86329831018588,-1.0,-1.0,962505.0,-1.0,0.0,977515.0,-1.0,-1.0,1042550.0
370,201.66,202.01496432557778,1.0,1.0,962470.0,1.0,1.0,977480.0,-1.0,-1.0,1042795.0
371,200.25,200.31133365443497,1.0,1.0,960440.0,1.0,0.0,977480.0,-1.0,-1.0,1040095.0
372,197.3,198.74488156422956,1.0,1.0,961490.0,1.0,0.0,977480.0,-1.0,-1.0,1041700.0
373,198.0,199.7418255929714,1.0,1.0,960615.0,1.0,0.0,977480.0,-1.0,-1.0,1040125.0
374,197.1,197.86162857386535,1.0,1.0,960300.0,1.0,0.0,977480.0,-1.0,-1.0,1040235.0
375,197.5,196.28761060353656,-1.0,-1.0,961915.0,-1.0,-1.0,979095.0,-1.0,-1.0,1039135.0
376,193.5,196.15467831061915,1.0,1.0,962645.0,1.0,1.0,979825.0,-1.0,-1.0,1039480.0
377,195.3,196.01813081726527,1.0,1.0,961470.0,1.0,0.0,979825.0,-1.0,-1.0,1038475.0
378,193.42,193.09421232991733,-1.0,-1.0,959105.0,-1.0,-1.0,977460.0,-1.0,-1.0,1041075.0
379,198.45,195.988295616614,-1.0,-1.0,956970.0,-1.0,0.0,977460.0,-1.0,-1.0,1043360.0
380,204.21,198.1840041937188,-1.0,-1.0,956575.0,-1.0,0.0,977460.0,-1.0,-1.0,1044500.0
381,204.42,202.4941074569672,-1.0,-1.0,957985.0,-1.0,0.0,977460.0,-1.0,-1.0,1042800.0
382,201.82,201.31203653070762,-1.0,-1.0,957520.0,-1.0,0.0,977460.0,-1.0,-1.0,1043375.0
383,203.29,202.55363269440795,-1.0,-1.0,955555.0,-1.0,0.0,977460.0,-1.0,-1.0,1045610.0
384,207.5,202.71881632491977,-1.0,-1.0,955565.0,-1.0,0.0,977460.0,-1.0,-1.0,1045740.0
385,207.48,207.37112309408985,-1.0,-1.0,956555.0,-1.0,0.0,977460.0,-1.0,-1.0,1044750.0
386,205.2,206.2296475290632,1.0,1.0,959070.0,1.0,1.0,979975.0,-1.0,-1.0,1047115.0
387,210.0,208.888754812688,-1.0,-1.0,959380.0,-1.0,-1.0,980285.0,-1.0,-1.0,1046690.0
388,209.2,208.54390181768144,-1.0,-1.0,959730.0,-1.0,0.0,980285.0,-1.0,-1.0,1046250.0
389,208.66,208.9849737086905,1.0,1.0,960370.0,1.0,1.0,980925.0,-1.0,-1.0,1046970.0
390,209.88,209.063009804419,-1.0,-1.0,957995.0,-1.0,-1.0,978550.0,-1.0,-1.0,1049315.0
391,214.77,209.982005595373,-1.0,-1.0,957905.0,-1.0,0.0,978550.0,-1.0,-1.0,1049475.0
392,215.13,214.4920257855958,-1.0,-1.0,978720.0,-1.0,0.0,978550.0,-1.0,-1.0,1028750.0
393,184.87,214.44987449173573,1.0,1.0,975410.0,1.0,1.0,975240.0,-1.0,-1.0,1031125.0
394,179.7,172.96662931593133,-1.0,-1.0,978390.0,-1.0,-1.0,978220.0,-1.0,-1.0,1028870.0
395,174.75,179.31483694321722,1.0,1.0,976515.0,1.0,1.0,976345.0,-1.0,-1.0,1027500.0
396,171.25,168.48515518042637,-1.0,-1.0,975635.0,-1.0,-1.0,975465.0,-1.0,-1.0,1028505.0
397,173.06,171.30372437257094,-1.0,-1.0,976415.0,-1.0,0.0,975465.0,-1.0,-1.0,1027750.0
398,171.5,172.63194962322095,1.0,1.0,978890.0,1.0,1.0,977940.0,-1.0,-1.0,1030225.0
399,177.05,176.21262975111753,-1.0,-1.0,978550.0,-1.0,-1.0,977600.0,-1.0,-1.0,1030865.0
400,178.5,176.42917601455756,-1.0,-1.0,974980.0,-1.0,0.0,977600.0,-1.0,-1.0,1034820.0
401,186.99,177.49481615227805,-1.0,-1.0,976225.0,-1.0,0.0,977600.0,-1.0,-1.0,1034250.0
402,184.5,185.20820648831298,1.0,1.0,976650.0,1.0,1.0,978025.0,-1.0,-1.0,1034675.0
403,186.2,184.59344563462818,-1.0,-1.0,977875.0,-1.0,-1.0,979250.0,-1.0,-1.0,1033875.0
404,182.75,182.7884794733427,1.0,1.0,976635.0,1.0,1.0,978010.0,-1.0,-1.0,1032135.0
405,179.0,183.28125250095255,1.0,1.0,977335.0,1.0,0.0,978010.0,-1.0,-1.0,1032200.0
406,180.5,180.31582368221348,-1.0,-1.0,976935.0,-1.0,-1.0,977610.0,-1.0,-1.0,1032650.0
407,181.05,180.43096581994143,-1.0,-1.0,977535.0,-1.0,0.0,977610.0,-1.0,-1.0,1031925.0
408,179.99,181.23036047267342,1.0,1.0,974845.0,1.0,1.0,974920.0,-1.0,-1.0,1029305.0
409,174.62,179.96245541132282,1.0,1.0,974210.0,1.0,0.0,974920.0,-1.0,-1.0,1028675.0
410,174.4,175.15130125594564,1.0,1.0,973260.0,1.0,0.0,974920.0,-1.0,-1.0,1028250.0
411,172.9,173.44739730073454,1.0,1.0,972610.0,1.0,0.0,974920.0,-1.0,-1.0,1027800.0
412,172.07,172.59456868752181,1.0,1.0,973420.0,1.0,0.0,974920.0,-1.0,-1.0,1028845.0
413,173.9,174.05163893591103,1.0,1.0,972970.0,1.0,0.0,974920.0,-1.0,-1.0,1028500.0
414,173.0,173.4987063292305,1.0,1.0,973800.0,1.0,0.0,974920.0,-1.0,-1.0,1029330.0
415,175.5,173.4508875522727,-1.0,-1.0,972600.0,-1.0,-1.0,973720.0,-1.0,-1.0,1030950.0
416,177.9,175.02018588688065,-1.0,-1.0,973300.0,-1.0,0.0,973720.0,-1.0,-1.0,1030250.0
417,176.67,176.27133800363188,-1.0,-1.0,973765.0,-1.0,0.0,973720.0,-1.0,-1.0,1029870.0
418,175.2,175.59500972254853,1.0,1.0,974990.0,1.0,1.0,974945.0,-1.0,-1.0,1030825.0
